frames,ped_coord,speed,veh_speed
1,0.0,0.53,6
2,0.0,0.51,6
3,0.0,0.48,6
4,0.00013557899999999998,0.45,6
5,0.00027115799999999997,0.43,6
6,0.00040673699999999995,0.402,6
7,0.000542317,0.376,6
8,0.0006778960000000001,0.35,6
9,0.000813475,0.324,6
10,0.000813475,0.298,6
11,0.000813475,0.272,6
12,0.000813475,0.24600000000000002,6
13,0.000951172,0.22,6
14,0.00108887,0.19399999999999998,6
15,0.001226567,0.168,6
16,0.001364182,0.142,5
17,0.001501804,0.11599999999999999,4
18,0.001639431,0.0899999999999996,5
19,0.001777062,0.0639999999999995,5
20,0.0019146970000000001,0.0379999999999995,5
21,0.002052334,0.0119999999999995,5
22,0.002052391,0.0,4
23,0.002052454,0.05,4
24,0.002052454,0.1,4
25,0.002052454,0.16,4
26,0.002052454,0.21,3
27,0.002052525,0.266666666666667,4
28,0.002052602,0.321666666666667,4
29,0.002052686,0.3766666666666671,3
30,0.002196679,0.4316666666666671,2
31,0.002340671,0.4866666666666671,2
32,0.002484664,0.5416666666666671,2
33,0.0026286559999999996,0.596666666666667,2
34,0.002772563,0.6516666666666671,2
35,0.002916474,0.706666666666667,1
36,0.003060388,0.761666666666667,1
37,0.003204305,0.816666666666667,1
38,0.0033482240000000003,0.871666666666667,1
39,0.003492146,0.926666666666667,6
40,0.00363607,0.981666666666667,1
41,0.0036361379999999997,1.03666666666667,1
42,0.00363621,1.09166666666667,1
43,0.003636287,1.14666666666667,2
44,0.003636367,1.20166666666667,2
45,0.0036364509999999997,1.25666666666667,2
46,0.0037848879999999997,1.31166666666667,6
47,0.003933327,1.3666666666666698,6
48,0.004081848,1.4216666666666695,6
49,0.00423037,1.47666666666667,6
50,0.004378890999999999,1.5316666666666698,6
51,0.004527413,1.5866666666666698,6
52,0.004675935,1.64166666666667,6
