frames,ped_coord,speed,veh_speed
1,0.0,0.73,6
2,4.0771e-05,0.73,6
3,8.1543e-05,0.73,6
4,8.1675e-05,0.74,6
5,8.206899999999999e-05,0.75,6
6,8.272200000000001e-05,0.76,6
7,8.3627e-05,0.77,6
8,8.4776e-05,0.78,6
9,8.6161e-05,0.79,6
10,8.776899999999999e-05,0.8,6
11,8.9588e-05,0.81,6
12,9.1606e-05,0.82,6
13,0.000133284,0.83,6
14,0.000175926,0.84,6
15,0.000218968,0.83,6
16,0.000262215,0.83,6
17,0.000305578,0.82,5
18,0.000349015,0.81,5
19,0.000392502,0.805,5
20,0.000436022,0.7979999999999999,5
21,0.00047956800000000004,0.7909999999999999,5
22,0.000480397,0.784,5
23,0.000481269,0.777,5
24,0.000482185,0.77,5
25,0.000483143,0.763,5
26,0.000483143,0.7559999999999999,5
27,0.000483143,0.7490000000000001,5
28,0.000483143,0.742,5
29,0.000483143,0.735,5
30,0.000483143,0.728,5
31,0.000483143,0.721,5
32,0.000483143,0.7140000000000001,5
33,0.000483143,0.7070000000000001,5
34,0.000483143,0.7000000000000011,5
35,0.000483143,0.6930000000000011,5
36,0.000483143,0.6859999999999999,5
37,0.000483143,0.679,6
38,0.000532641,0.672000000000001,6
39,0.000582185,0.6650000000000009,6
40,0.000631765,0.6580000000000009,6
41,0.000681372,0.651000000000001,6
42,0.000681372,0.644000000000001,6
43,0.000681372,0.637000000000001,6
44,0.000681372,0.630000000000001,6
45,0.000681372,0.623000000000001,6
46,0.0007328739999999999,0.616000000000001,6
47,0.000784396,0.609000000000001,6
48,0.000835932,0.602000000000001,6
49,0.000887482,0.595000000000001,6
50,0.000939042,0.588000000000001,6
51,0.0009906119999999999,0.581000000000001,6
52,0.001042189,0.574000000000001,6
53,0.001093772,0.567000000000001,6
54,0.001145362,0.5600000000000009,5
55,0.001196956,0.5530000000000009,6
56,0.001248555,0.546000000000001,6
57,0.001300157,0.539000000000001,6
58,0.001351763,0.532000000000001,6
59,0.001351763,0.525000000000001,6
60,0.001351763,0.518000000000001,6
61,0.001403754,0.511000000000001,4
62,0.001455781,0.504000000000001,5
63,0.001507841,0.49700000000000105,5
64,0.001560631,0.49000000000000105,5
65,0.0016134220000000002,0.48300000000000104,5
66,0.0016134220000000002,0.47600000000000103,4
67,0.0016134220000000002,0.469000000000001,5
68,0.0016134220000000002,0.462000000000001,4
69,0.0016134220000000002,0.455000000000002,5
70,0.001668789,0.448000000000002,5
71,0.001724157,0.441000000000002,5
72,0.001778804,0.434000000000002,4
73,0.001833475,0.427000000000002,5
74,0.00188817,0.4,5
75,0.00188817,0.38,5
76,0.00188817,0.36,5
77,0.00188817,0.34,5
78,0.001888905,0.32,5
79,0.001889662,0.3,5
80,0.00189044,0.28,5
81,0.001950486,0.26,5
82,0.002010532,0.24,5
83,0.002070579,0.22,5
84,0.002070579,0.2,5
85,0.002070579,0.18,5
86,0.002070579,0.16,5
87,0.002132596,0.14,5
88,0.002194639,0.12,5
89,0.0022567060000000002,0.0999999999999998,5
90,0.002318794,0.0799999999999997,5
91,0.0023809029999999998,0.0599999999999997,5
92,0.0024437879999999997,0.0399999999999997,5
93,0.002506674,0.0199999999999997,5
94,0.00256956,0.01,5
95,0.0026324459999999997,0.12,5
96,0.002694566,0.22,5
97,0.0027567029999999997,0.32,5
98,0.0028188540000000004,0.42,5
99,0.0028188540000000004,0.52,5
100,0.0028188540000000004,0.63,5
101,0.0028188540000000004,0.73,5
102,0.0028188540000000004,0.83,5
103,0.002886095,0.93,5
104,0.002953351,1.04,5
105,0.0030214359999999997,1.14,5
106,0.003089522,1.24,5
