frames,ped_coord,speed,veh_speed
1,0.0,0.9,6
2,3.4166e-05,0.91,6
3,6.8332e-05,0.91,6
4,0.000102498,0.91,6
5,0.000136664,0.91,6
6,0.000170875,0.93,6
7,0.000205146,0.93,6
8,0.000239452,0.94,6
9,0.00027377799999999997,0.94,6
10,0.00030811900000000004,0.951,6
11,0.00034247,0.958,6
12,0.000376828,0.965,6
13,0.000376828,0.972,6
14,0.000376828,0.9790000000000001,6
15,0.000376828,0.986,6
16,0.00041181599999999996,0.993,6
17,0.000446809,1.0,5
18,0.000481805,1.0070000000000001,5
19,0.000516804,1.01,5
20,0.000551805,1.01,4
21,0.000586807,1.01,4
22,0.000621811,1.01,5
23,0.000656467,1.01,6
24,0.000691137,1.01,4
25,0.000725817,1.01,4
26,0.000760508,1.01,3
27,0.000760817,1.01,5
28,0.0007611489999999999,1.01,4
29,0.000761502,1.01,4
30,0.000796846,1.01,5
31,0.000832202,1.01,4
32,0.000867567,1.01,4
33,0.000867567,1.01,4
34,0.000867567,1.01,6
35,0.000867567,1.01,5
36,0.0008679110000000001,1.01,4
37,0.000868275,1.02,2
38,0.00086866,1.02,4
39,0.000905874,1.02,4
40,0.0009430889999999999,1.02,5
41,0.000980305,1.02,4
42,0.001017521,1.02,4
43,0.001017521,1.02,4
44,0.001017521,1.02,4
45,0.001017521,1.02,6
46,0.001017521,1.03,5
47,0.001055848,1.03,4
48,0.001094176,1.03,1
49,0.0011325039999999999,1.03,4
50,0.001170833,1.03,4
51,0.001208735,1.03,4
52,0.0012466489999999998,1.03,4
53,0.0012845719999999999,1.03,4
54,0.001322504,1.04,3
55,0.001360836,1.058,3
56,0.001399169,1.06,6
57,0.001437503,1.12,3
58,0.001475838,1.19,3
59,0.001513767,1.26,1
60,0.0015517039999999999,1.33,3
61,0.001589648,1.4,3
62,0.0016275979999999998,1.47,6
63,0.001627989,1.54,6
64,0.001628393,1.61,6
