frames,ped_coord,speed,veh_speed
1,0.0,4.54,6
2,0.0,4.54,6
3,0.0,4.54,6
4,0.0,4.54,6
5,1.9068e-05,4.54,6
6,3.8135e-05,4.54,6
7,5.7203e-05,4.54,6
8,7.6271e-05,4.54,6
9,0.000213576,4.54,6
10,0.00039898699999999995,4.54,6
11,0.00058868,4.54,6
12,0.000779536,4.54,6
13,0.000779536,4.54,6
14,0.000779536,4.54,6
15,0.000779536,4.54,6
16,0.000779536,4.54,4
17,0.000999147,4.54,6
18,0.001219977,4.53,6
19,0.001219977,4.51,6
20,0.001219977,4.47,6
21,0.00146364,4.46,6
22,0.0017077610000000001,4.45,6
23,0.00195217,4.42,6
24,0.002196769,4.39,6
25,0.002199338,4.36,4
26,0.00220241,4.338,4
27,0.002205982,4.312,6
28,0.002210052,4.2860000000000005,6
