frames,ped_coord,speed,veh_speed
1,0.0,0.54,6
2,0.000113965,0.54,6
3,0.00022793099999999998,0.54,6
4,0.000341896,0.54,6
5,0.000455861,0.54,6
6,0.000569826,0.54,6
7,0.000683792,0.54,6
8,0.000797757,0.54,6
9,0.000911722,0.54,6
10,0.001025687,0.54,6
11,0.001027183,0.54,6
12,0.001028833,0.54,6
13,0.001147988,0.54,6
14,0.001267152,0.54,6
15,0.0013863220000000002,0.54,6
16,0.0015054970000000002,0.54,6
17,0.00150716,0.54,4
18,0.0015089279999999999,0.54,4
19,0.001510801,0.54,4
20,0.0015127779999999998,0.54,4
21,0.00151486,0.54,4
22,0.001517045,0.54,4
23,0.0015193329999999999,0.54,4
24,0.0015193329999999999,0.54,4
25,0.0015193329999999999,0.54,1
26,0.0015193329999999999,0.54,5
27,0.0015219779999999998,0.54,1
28,0.0015247470000000001,0.54,1
29,0.001527639,0.54,5
30,0.001530655,0.54,5
31,0.001530655,0.54,6
32,0.001530655,0.54,6
33,0.001530655,0.54,6
34,0.001530655,0.54,6
