frames,ped_coord,speed,veh_speed
1,0.0,2.34,6
2,5.646e-05,2.34,6
3,0.00011292,2.34,6
4,0.00016938,2.34,6
5,0.000170197,2.34,6
6,0.000171242,2.34,6
7,0.00017251200000000002,2.34,6
8,0.00017251200000000002,2.34,6
9,0.00017251200000000002,2.34,6
10,0.00017251200000000002,2.34,6
11,0.00017251200000000002,2.34,6
12,0.00017251200000000002,2.34,6
13,0.00017408099999999998,2.34,6
14,0.000175886,2.34,6
15,0.00023586,2.34,6
16,0.000296648,2.34,5
17,0.000357835,2.34,4
18,0.000358873,2.34,5
19,0.000360038,2.34,4
20,0.000422474,2.34,4
21,0.00048513800000000003,2.34,4
22,0.000547951,2.34,4
23,0.000610868,2.34,6
24,0.000610868,2.34,4
25,0.000610868,2.34,5
26,0.000610868,2.34,3
27,0.000676858,2.34,3
28,0.0007428480000000001,2.34,4
29,0.0008088389999999999,2.34,4
30,0.00087483,2.34,4
31,0.00094082,2.34,4
32,0.001006811,2.34,4
33,0.0010728019999999999,2.34,4
34,0.001073631,2.34,6
35,0.00107451,2.34,4
36,0.00107544,2.34,4
37,0.00107544,2.34,2
38,0.00107544,2.34,4
39,0.001076447,2.34,4
40,0.001077508,2.34,6
41,0.001078621,2.34,4
42,0.001152118,2.34,4
43,0.0012256230000000001,2.34,4
44,0.001299137,2.34,4
45,0.001299137,2.34,6
46,0.001299137,2.35,4
47,0.001299137,2.36,3
48,0.001299137,2.37,1
49,0.001299137,2.38,3
50,0.001378683,2.39,3
51,0.001458235,2.41,3
52,0.001537793,2.44,3
53,0.001617355,2.47,3
54,0.001695846,2.478,3
55,0.0017743989999999999,2.48,3
56,0.001853004,2.49,6
57,0.0019316560000000001,2.52014285714286,3
58,0.002011325,2.53745238095238,3
59,0.002090995,2.5547619047619,1
60,0.002170664,2.57207142857143,2
61,0.002249356,2.5893809523809503,3
62,0.002328081,2.60669047619048,2
63,0.002406836,2.6239999999999997,2
64,0.0024856170000000003,2.64130952380952,2
65,0.00248658,2.65,1
66,0.0024875789999999997,2.66,6
67,0.002569904,2.67,6
68,0.002652258,2.68,6
