frames,ped_coord,speed,veh_speed
1,0.0,2.63,6
2,3.1887e-05,2.63,6
3,6.3773e-05,2.63,6
4,9.5329e-05,2.63,6
5,0.00012695,2.63,6
6,0.000158598,2.63,6
7,0.00019025900000000002,2.63,6
8,0.00019025900000000002,2.63,6
9,0.00019025900000000002,2.63,6
10,0.00019025900000000002,2.63,6
11,0.00019025900000000002,2.63,6
12,0.00019025900000000002,2.63,6
13,0.00019025900000000002,2.63,6
14,0.00019025900000000002,2.69,6
15,0.00019025900000000002,2.73,6
16,0.00019025900000000002,2.76,5
17,0.00019025900000000002,2.8,5
18,0.00019025900000000002,2.84,4
19,0.000223907,2.87,5
20,0.000257561,2.91,4
21,0.000291339,2.94533333333333,4
22,0.000325141,2.9816190476190494,3
23,0.000358961,3.01790476190476,6
24,0.000392793,3.05419047619048,3
25,0.000426635,3.0904761904761897,3
26,0.00046024300000000005,3.1267619047619104,2
27,0.000493858,3.1630476190476204,4
28,0.000527695,3.19933333333333,3
29,0.000561539,3.2356190476190494,4
30,0.000595389,3.27190476190476,3
31,0.000595389,3.30819047619048,4
32,0.000595389,3.3444761904761897,3
33,0.000595389,3.3807619047619104,3
34,0.000595389,3.4170476190476204,6
35,0.000595389,3.45333333333333,3
36,0.000595389,3.4896190476190494,4
37,0.000595389,3.52590476190476,1
38,0.000595389,3.56219047619048,4
39,0.000630714,3.5984761904761897,4
40,0.0006660460000000001,3.6347619047619104,4
41,0.000701385,3.671047619047621,3
42,0.000701385,3.70733333333333,3
43,0.000701385,3.7436190476190494,3
44,0.000701385,3.77990476190476,4
45,0.000701385,3.81619047619048,6
46,0.0007376780000000001,3.8524761904761897,3
47,0.000773975,3.8887619047619104,3
48,0.000810277,3.925047619047621,1
49,0.000846583,3.96133333333333,3
50,0.0008467980000000001,3.9976190476190494,6
51,0.000847036,4.03390476190476,6
52,0.000847298,4.07019047619048,6
53,0.0008843439999999999,4.10647619047619,6
