frames,ped_coord,speed,veh_speed
1,0.0,3.28,6
2,4.638e-06,3.28,6
3,9.276e-06,3.3,6
4,1.3914000000000001e-05,3.31,6
5,1.8552e-05,3.32,6
6,2.319e-05,3.33,6
7,2.7828000000000002e-05,3.34,6
8,2.7828000000000002e-05,3.35,6
9,2.7828000000000002e-05,3.36,6
10,2.7828000000000002e-05,3.37,6
11,3.2566999999999995e-05,3.38,6
12,3.7305e-05,3.39,6
13,4.2043000000000004e-05,3.4,6
14,4.6781000000000005e-05,3.41,6
15,4.6781000000000005e-05,3.42,6
16,4.6781000000000005e-05,3.43,4
17,4.6781000000000005e-05,3.44,3
18,4.6781000000000005e-05,3.45,3
19,6.6091e-05,3.46,6
20,0.000104434,3.47,6
21,0.000147661,3.48,6
22,0.00014932,3.49,6
23,0.000151125,3.5,5
24,0.000153073,3.51,6
25,0.000155157,3.52,6
26,0.00020146200000000002,3.53,6
27,0.00024858599999999997,3.54,6
28,0.000296138,3.55,6
29,0.000343941,3.56,6
30,0.00039190199999999996,3.57,6
31,0.00043997,3.58,6
32,0.000488114,3.59,6
33,0.0005363130000000001,3.6,6
34,0.00053733,3.61,6
35,0.0005383909999999999,3.62,6
36,0.000539497,3.63,6
37,0.000540646,3.64,6
38,0.00054184,3.65,6
39,0.000543076,3.66,6
40,0.000544356,3.67,5
41,0.0005456780000000001,3.68,5
42,0.0005456780000000001,3.69,5
43,0.0005456780000000001,3.7,5
44,0.0005456780000000001,3.71,5
45,0.0005456780000000001,3.72,5
46,0.0005456780000000001,3.73,5
47,0.0005456780000000001,3.74,5
48,0.0005456780000000001,3.75,5
49,0.000599173,3.76,5
50,0.000652976,3.77,5
51,0.0007081689999999999,3.78,5
52,0.000763424,3.79,5
53,0.000817659,3.8,5
54,0.0008720339999999999,3.81,4
55,0.000926524,3.82,5
56,0.000981111,3.83,5
57,0.001035778,3.84,4
58,0.001090513,3.85,5
59,0.001145308,3.86,4
60,0.001200153,3.87,5
61,0.001255043,3.89,5
62,0.001309971,3.91,4
63,0.0013649329999999998,3.93,4
64,0.0013656570000000002,3.95,4
65,0.001366408,3.97,4
66,0.001367186,3.99,5
67,0.001424076,4.01,5
68,0.001481001,4.03,5
69,0.0015379579999999999,4.05,5
70,0.001538702,4.07,5
71,0.0015394710000000002,4.09,5
72,0.0015402670000000001,4.11,6
73,0.001541088,4.13,5
74,0.001541936,4.15,5
75,0.001542809,4.16999999999999,5
76,0.001542809,4.189999999999991,5
77,0.001542809,4.20999999999999,6
78,0.001542809,4.229999999999991,5
79,0.001543747,4.24999999999999,5
80,0.0015447129999999999,4.269999999999991,5
81,0.001611461,4.28999999999999,5
82,0.001678215,4.309999999999991,5
83,0.001744974,4.32999999999999,5
84,0.001744974,4.349999999999991,5
85,0.001744974,4.36999999999999,5
86,0.001744974,4.389999999999991,5
87,0.001744974,4.40999999999999,5
88,0.001744974,4.429999999999991,6
89,0.001744974,4.44999999999999,5
90,0.001817404,4.469999999999991,5
91,0.001889888,4.48999999999999,5
92,0.001889888,4.509999999999991,6
93,0.001889888,4.529999999999991,6
94,0.001889888,4.54999999999998,6
95,0.001889888,4.569999999999982,5
96,0.001889888,4.58999999999998,6
97,0.001889888,4.60999999999998,5
98,0.001889888,4.62999999999998,5
99,0.001889888,4.64999999999998,5
