frames,ped_coord,speed,veh_speed
1,0.0,3.34,6
2,0.00012319,3.37,6
3,0.00024638,3.34,6
4,0.00024638,3.43,6
5,0.00024638,3.46,6
6,0.00024638,3.49,6
7,0.00024638,3.516,6
8,0.00024638,3.54771428571429,6
9,0.000246672,3.5794285714285694,6
10,0.000247084,3.61114285714286,6
11,0.000247084,3.64285714285714,6
12,0.000247084,3.674571428571431,6
13,0.00037942300000000004,3.70628571428571,6
14,0.000511806,3.738,6
15,0.0006442069999999999,3.76971428571429,6
16,0.0006442069999999999,3.8014285714285694,6
17,0.0006442069999999999,3.83314285714286,5
18,0.0006442069999999999,3.86485714285714,6
19,0.0006442069999999999,3.896571428571431,3
20,0.0006442069999999999,3.92828571428572,3
21,0.0006442069999999999,3.96,2
22,0.0006442069999999999,3.99171428571429,2
23,0.0006442069999999999,4.023428571428569,2
24,0.0006442069999999999,4.05514285714286,2
25,0.0006442069999999999,4.0868571428571405,6
26,0.0006442069999999999,4.11857142857143,6
27,0.0006442069999999999,4.15028571428572,3
28,0.0007917489999999999,4.13,3
29,0.0009392960000000001,4.11,4
30,0.001086847,4.09,4
31,0.001234101,4.07,4
