frames,ped_coord,speed,veh_speed
1,0.0,1.69,6
2,5.085e-06,1.69,6
3,1.0169e-05,1.69,6
4,1.5254000000000002e-05,1.69,6
5,2.0339e-05,1.69,6
6,2.5424000000000003e-05,1.69,6
7,3.0508000000000003e-05,1.69,6
8,3.5593e-05,1.69,6
9,4.0678e-05,1.69,6
10,4.5762e-05,1.69,6
11,5.0846999999999996e-05,1.69,6
12,7.4311e-05,1.69,6
13,0.00011531700000000001,1.69,6
14,0.000158955,1.69,6
15,0.000204994,1.69,6
16,0.000252124,1.69,5
17,0.000299829,1.69,4
18,0.000300942,1.69,5
19,0.000302143,1.69,5
20,0.00030343,1.69,4
21,0.000304803,1.69,5
22,0.000304803,1.69,4
23,0.000304803,1.69,4
24,0.000304803,1.75,5
25,0.000304803,1.82,4
26,0.000355599,1.89,5
27,0.000406816,1.96,5
28,0.000458313,2.03,4
29,0.000510934,2.1,4
30,0.000563579,2.17,5
31,0.000616243,2.24,5
32,0.0006689189999999999,2.31,4
33,0.000721607,2.38,4
34,0.0007743030000000001,2.45,5
35,0.0007743030000000001,2.52,5
36,0.0007743030000000001,2.59,4
37,0.0008280589999999999,2.66,5
38,0.000881822,2.73,3
39,0.00093559,2.8,4
40,0.000989361,2.87,5
41,0.001043136,2.94,6
42,0.001096914,3.01,5
43,0.0011506939999999998,3.08,5
44,0.001204477,3.15,3
45,0.001204477,3.22,4
46,0.001204477,3.29,5
47,0.001204477,3.36,4
48,0.001204477,3.43,4
49,0.001204477,3.5,3
50,0.001260566,3.57,4
51,0.0013166970000000001,3.64,3
52,0.0013174679999999998,3.71,4
53,0.0013182670000000001,3.78,3
54,0.001375723,3.85,3
55,0.001433217,3.92,3
56,0.001490746,3.99,3
57,0.001548305,4.06,3
58,0.001548305,4.13,3
59,0.001548305,4.2,3
60,0.001548305,4.27,2
61,0.001548305,4.34,5
62,0.0015490870000000002,4.41,5
63,0.0015498979999999999,4.48,6
64,0.001550739,4.55,5
65,0.0016146679999999999,4.62,6
66,0.0016785970000000002,4.69,6
67,0.001742526,4.76,6
68,0.001806457,4.83,6
