frames,ped_coord,speed,veh_speed
1,0.0,3.13,6
2,0.000198852,3.14,6
3,0.000397704,3.15,6
4,0.000596557,3.17,6
5,0.000795425,3.17,6
6,0.000994314,3.17,6
7,0.001193212,3.17,6
8,0.0013921170000000002,3.17,6
9,0.001591024,3.17,6
10,0.001789934,3.17,6
11,0.001988846,3.17,6
12,0.002187759,3.17,6
13,0.0023866720000000003,3.17,6
14,0.002386777,3.17,6
15,0.0023868920000000003,3.17,6
16,0.0023870189999999998,3.17,6
17,0.002590698,3.17,6
18,0.002794387,3.17,6
19,0.002998083,3.17,6
20,0.0032018909999999997,3.17,6
21,0.003405698,3.07,6
22,0.0036095059999999997,2.96,6
23,0.0036096220000000003,2.95,6
24,0.0036097459999999996,2.94,6
25,0.003609877,2.93,6
26,0.003609877,2.92,5
27,0.003609877,2.91,6
28,0.003609877,2.9,6
29,0.003609877,2.89,6
30,0.003609877,2.88,6
31,0.003609877,2.87,5
32,0.003830687,2.86,4
33,0.004051505,2.85,6
34,0.004051639,2.84,5
35,0.00405178,2.83,5
36,0.00405193,2.82,5
37,0.004052087,2.81,5
38,0.0042817820000000005,2.8,6
39,0.004511477,2.79,5
40,0.004741172,2.78,4
41,0.004970867,2.77,5
42,0.005200562,2.76,3
43,0.005430258,2.75,4
44,0.0056599530000000006,2.74,4
45,0.005889649,2.73,5
46,0.006119345,2.72,4
47,0.00634904,2.7100000000000097,4
48,0.006578736,2.7,5
49,0.006808432,2.6900000000000097,3
50,0.007038128,2.68000000000001,6
51,0.007267824,2.6700000000000097,4
52,0.00749752,2.66000000000001,3
53,0.007727215999999999,2.6500000000000097,5
54,0.007956912,2.64000000000001,5
55,0.007956912,2.6300000000000097,5
56,0.007956912,2.62000000000001,5
57,0.00819221,2.6100000000000096,5
58,0.008427509,2.60000000000001,5
59,0.008662807,2.5900000000000096,5
60,0.008897955,2.58000000000001,5
61,0.009133106,2.57000000000001,4
62,0.009368261999999999,2.56000000000001,3
63,0.009368261999999999,2.55000000000001,5
64,0.009368261999999999,2.54000000000001,5
65,0.009368261999999999,2.53000000000001,5
66,0.009368416999999999,2.52000000000001,5
67,0.009368576,2.51000000000001,5
68,0.00936874,2.5000000000000098,5
69,0.009368908,2.49000000000001,4
70,0.00936908,2.4800000000000098,5
71,0.009369256,2.47000000000001,5
72,0.009369437,2.4600000000000097,4
73,0.009369437,2.45000000000001,5
74,0.009369437,2.4400000000000097,5
75,0.009369437,2.43000000000001,5
76,0.009369437,2.4200000000000097,5
77,0.009369437,2.41000000000001,4
78,0.009369437,2.4000000000000097,5
79,0.009667466,2.39000000000001,4
80,0.009965495999999999,2.3800000000000097,4
81,0.010263526,2.37000000000001,4
82,0.010561556000000001,2.3600000000000096,4
83,0.010859586999999999,2.35000000000001,4
84,0.011157618000000001,2.3400000000000096,4
85,0.011455648999999998,2.33000000000001,4
86,0.01175368,2.32000000000001,5
87,0.01175368,2.31000000000001,4
88,0.01175368,2.30000000000001,4
89,0.011753882,2.29000000000001,5
90,0.011754088999999999,2.28000000000001,5
91,0.011754299999999999,2.27000000000001,5
92,0.011754515,2.26000000000001,3
93,0.011754735,2.2500000000000098,3
94,0.011754958999999999,2.2400000000000198,4
95,0.011755187,2.23000000000002,3
96,0.01175542,2.22000000000002,3
97,0.011755657,2.21000000000002,4
98,0.011755898999999998,2.20000000000002,3
99,0.011756145,2.19000000000002,3
